RegionID,RegionName,lat,lon
394728,"Jonesboro, AR",35.8348088,-90.7045297
394390,"Bismarck, ND",46.808327,-100.783739
394661,"Hammond, LA",30.5043583,-90.4611995
394983,"Pittsfield, MA",42.4484778,-73.2541069
394890,"Mount Vernon, WA",48.4200462,-122.32642
394719,"Jamestown, NY",42.0965167,-79.2380322
395153,"The Villages, FL",28.9269978,-82.0041758
394307,"Albany, OR",44.6365071,-123.1059324
394633,"Glens Falls, NY",43.309941,-73.644447
394780,"Lawton, OK",34.6051975,-98.3952279
394474,"Cleveland, TN",35.1595182,-84.8766115
395098,"Sierra Vista, AZ",31.5647691,-110.2742994
394325,"Ames, IA",42.0267567,-93.6170448
394824,"Mansfield, OH",40.75839,-82.5154471
395128,"Staunton, VA",38.1495947,-79.072557
394353,"Augusta, ME",44.3148027,-69.7743945
394321,"Altoona, PA",40.5193586,-78.3968299
394905,"New Bern, NC",35.1068428,-77.0398762
394588,"Farmington, NM",36.7291152,-108.205445
395120,"St. Joseph, MO",39.7686055,-94.8466322
395054,"San Angelo, TX",31.4649685,-100.4405094
395218,"Wenatchee, WA",47.4234599,-120.310349
394949,"Owensboro, KY",37.7742152,-87.1133304
753890,"Holland, MI",42.7876022,-86.1090828
394810,"Lumberton, NC",34.6183305,-79.008205
394778,"Lawrence, KS",38.9719137,-95.2359403
394635,"Goldsboro, NC",35.3848841,-77.9927651
395213,"Watertown, NY",43.9747838,-75.9107565
395089,"Sheboygan, WI",43.7128967,-87.9370433
395217,"Weirton, WV",40.4002396,-80.5899788
394867,"Missoula, MT",46.8701049,-113.995267
394407,"Bozeman, MT",45.6794293,-111.044047
394333,"Anniston, AL",33.6624824,-85.8283224
394374,"Beckley, WV",37.7781702,-81.1881557
395225,"Williamsport, PA",41.2411556,-77.0011096
394423,"Brunswick, GA",31.1499528,-81.4914894
753872,"California, MD",38.2976295,-76.5081118
395173,"Twin Falls, ID",42.5558542,-114.4700684
394495,"Cookeville, TN",36.1623886,-85.4997057
394893,"Muncie, IN",40.1936892,-85.3865271
394857,"Michigan City, IN",41.7075394,-86.8950297
395039,"Roseburg, OR",43.216505,-123.3417381
394788,"Lewiston, ME",44.0990717,-70.2177099
394804,"Longview, WA",46.1377048,-122.934462
394932,"Ogdensburg, NY",44.6975256,-75.4924943
394734,"Kankakee, IL",41.1253903,-87.848682
394396,"Bluefield, WV",37.2698395,-81.2223195
395095,"Show Low, AZ",34.2542084,-110.029832
395023,"Richmond, KY",37.7478572,-84.2946539
395168,"Tullahoma, TN",35.3624915,-86.2099766
395222,"Whitewater, WI",42.8339562,-88.7306517
394709,"Ithaca, NY",42.4374175,-76.5483724
394637,"Grand Forks, ND",47.9252104,-97.0306325
394524,"Decatur, IL",39.8454163,-88.9524151
394762,"LaGrange, GA",33.039291,-85.0313269
394369,"Bay City, MI",43.5962107,-83.8881711
394599,"Fond du Lac, WI",43.7533414,-88.4493796
394630,"Gettysburg, PA",39.8308973,-77.231012
394620,"Gadsden, AL",34.0128323,-86.0030251
394733,"Kalispell, MT",48.202158,-114.315321
394518,"Danville, VA",36.5879877,-79.3916713
394823,"Mankato, MN",44.1658533,-94.0028013
394794,"Lima, OH",40.7399785,-84.105006
753915,"Salem, OH",40.9008923,-80.8567502
395166,"Truckee, CA",39.3279454,-120.1835765
395080,"Sebring, FL",27.4957453,-81.4410425
394462,"Cheyenne, WY",41.139981,-104.820246
394689,"Hot Springs, AR",34.5038393,-93.0552437
394302,"Adrian, MI",41.8975152,-84.0373054
395090,"Shelby, NC",35.2923513,-81.5356463
394542,"Dubuque, IA",42.5006243,-90.6647985
394852,"Meridian, MS",32.3643098,-88.703656
753912,"Pinehurst, NC",35.1951981,-79.4692796
394953,"Paducah, KY",37.0833893,-88.6000478
395190,"Victoria, TX",28.8026443,-96.9766308
395038,"Rome, GA",34.257038,-85.1646726
395086,"Sevierville, TN",35.8672932,-83.5657167
394882,"Moses Lake, WA",47.1301417,-119.278077
394441,"Cape Girardeau, MO",37.304731,-89.5176418
394311,"Albertville, AL",34.2675937,-86.2088669
394580,"Fairbanks, AK",64.837845,-147.716675
394410,"Brainerd, MN",46.3580221,-94.2008288
394513,"Cumberland, MD",39.6526498,-78.762383
394928,"Ocean City, NJ",39.2776156,-74.5746001
394505,"Corvallis, OR",44.5645659,-123.2620435
394988,"Pocatello, ID",42.8620287,-112.450627
394501,"Corning, NY",42.1435257,-77.0543408
394911,"New Philadelphia, OH",40.4897871,-81.4456706
395140,"Sunbury, PA",40.8619754,-76.7936252
395175,"Ukiah, CA",39.1501662,-123.2077861
753887,"Hermiston, OR",45.8404101,-119.28946
394469,"Clarksburg, WV",39.2806451,-80.3445341
394964,"Parkersburg, WV",39.2667309,-81.5620755
394373,"Beaver Dam, WI",43.4577692,-88.837329
394980,"Pine Bluff, AR",34.2228884,-92.004334
394641,"Grants Pass, OR",42.4393707,-123.3272489
394511,"Cullman, AL",34.1335332,-86.8779268
394809,"Lufkin, TX",31.3386242,-94.7288558
395248,"Zanesville, OH",39.9401426,-82.005019
394907,"New Castle, PA",40.9999202,-80.3471856
394925,"Oak Harbor, WA",48.2931559,-122.643224
394942,"Orangeburg, SC",33.4054944,-80.778429
395212,"Watertown, WI",43.194335,-88.7241822
394847,"Meadville, PA",41.641445,-80.151449
394568,"Elmira, NY",42.0897965,-76.8077338
394644,"Great Falls, MT",47.5048851,-111.29189
394776,"Laurel, MS",31.6940509,-89.1306124
395042,"Russellville, AR",35.2784173,-93.1337856
394704,"Indiana, PA",40.6424116,-79.1262839
394859,"Midland, MI",43.6155825,-84.2472117
394755,"Kokomo, IN",40.4864444,-86.1336351
394395,"Bloomsburg, PA",41.0044958,-76.4537302
394941,"Opelousas, LA",30.5335302,-92.081509
394675,"Helena, MT",46.5927425,-112.036277
394744,"Key West, FL",24.5548262,-81.8020722
395145,"Talladega, AL",33.3967079,-86.1597137
395133,"Stillwater, OK",36.1156306,-97.0585717
394489,"Columbus, IN",39.2014405,-85.9213796
394345,"Athens, TX",32.2044416,-95.854914
394452,"Centralia, WA",46.7204489,-122.96142999999999
394822,"Manitowoc, WI",44.0998341,-87.827992
394682,"Hinesville, GA",31.8477347,-81.5960705
394541,"DuBois, PA",41.118651,-78.7622342
395205,"Warsaw, IN",41.2381017,-85.8530544
395126,"Statesboro, GA",32.4490141,-81.7832912
394445,"Casper, WY",42.8501191,-106.325138
395231,"Wilson, NC",35.7059114,-77.9175714
753881,"Glenwood Springs, CO",39.5466381,-107.3246941
395085,"Seneca, SC",34.6865321,-82.9527288
394866,"Minot, ND",48.23251,-101.296273
395077,"Searcy, AR",35.9018987,-92.7098744
394638,"Grand Island, NE",40.924271,-98.338685
394994,"Port Angeles, WA",48.118146,-123.430741
394350,"Auburn, NY",42.9320202,-76.5672029
394699,"Huntsville, TX",30.7235263,-95.5507771
394738,"Keene, NH",42.933597,-72.2784264
394674,"Heber, UT",40.506463,-111.4132963
395010,"Quincy, IL",39.9356016,-91.4098727
395062,"Sandusky, OH",41.2951563,-83.1555438
394593,"Findlay, OH",41.0413873,-83.6503982
394614,"Frankfort, KY",38.2009055,-84.8732836
394516,"Danville, IL",40.125222,-87.6304614
394298,"Aberdeen, WA",46.975371,-123.815722
395106,"Somerset, PA",39.9980022,-79.0415528
753928,"Wisconsin Rapids, WI",44.3917589,-89.8228767
753893,"Jefferson, GA",33.0380388,-82.436141
394736,"Kapaa, HI",22.0747334,-159.3191601
394955,"Palatka, FL",29.6487882,-81.6372111
394683,"Hobbs, NM",32.7027017,-103.1355302
395088,"Shawnee, OK",35.3272928,-96.9253004
394884,"Mount Airy, NC",36.4993877,-80.6072138
395132,"Stevens Point, WI",44.5234467,-89.5844457
394647,"Greeneville, TN",36.1631575,-82.8309861
394655,"Greenwood, SC",34.1489805,-82.112882
394764,"Lake City, FL",30.1894252,-82.6394803
394752,"Klamath Falls, OR",42.224867,-121.78167
394877,"Morehead City, NC",34.7229391,-76.7260436
394472,"Clearlake, CA",38.9582307,-122.626372
394305,"Alamogordo, NM",32.8998822,-105.9602081
395027,"Roanoke Rapids, NC",36.4558016,-77.6573514
394587,"Farmington, MO",37.7803037,-90.4226371
394897,"Muskogee, OK",35.6630196,-95.3927706
394826,"Marion, IN",40.5583739,-85.6591442
394586,"Faribault, MN",43.6647961,-93.9510501
395021,"Richmond, IN",39.8286897,-84.8898521
394829,"Marquette, MI",46.4481521,-87.6305899
394922,"North Wilkesboro, NC",36.1584651,-81.1475841
394885,"Mount Pleasant, MI",43.597646,-84.7668495
394827,"Marion, OH",40.5885271,-83.1895249
394360,"Baraboo, WI",43.4704014,-89.7437844
395016,"Red Bluff, CA",40.1784279,-122.235923
395040,"Roswell, NM",33.3943282,-104.5229518
395092,"Shelton, WA",47.2150945,-123.100706
394540,"Dublin, GA",32.5404447,-82.903754
394899,"Nacogdoches, TX",31.5970503,-94.5927451
394496,"Coos Bay, OR",43.3678937,-124.2174647
394836,"Martinsville, VA",36.6915262,-79.8725386
395020,"Rexburg, ID",43.8235163,-111.787022
394787,"Lewiston, ID",46.4195913,-117.0216144
394759,"Laconia, NH",43.5278546,-71.470351
394629,"Georgetown, SC",33.4392245,-79.3343041
394343,"Athens, OH",39.3575616,-82.0609557
395063,"Sanford, NC",35.4798757,-79.1802994
394570,"Enid, OK",36.3967623,-97.8791341
394889,"Mount Vernon, OH",40.3933956,-82.4857181
395199,"Walla Walla, WA",46.2055155,-118.5174284
394309,"Albemarle, NC",35.3501426,-80.2000578
394701,"Hutchinson, KS",38.0608444,-97.9297743
394693,"Hudson, NY",42.2528649,-73.790959
395124,"Starkville, MS",33.4638745,-88.8152074
394443,"Carlsbad, NM",32.4257456,-104.237612
394631,"Gillette, WY",44.290635,-105.501876
395044,"Rutland, VT",43.6084792,-72.9724768
394509,"Crossville, TN",35.949684,-85.0274835
395071,"Sayre, PA",41.9789631,-76.515499
395049,"Salina, KS",38.8402805,-97.6114237
753903,"Marietta, OH",39.4167742,-81.4548392
394591,"Fergus Falls, MN",46.283015,-96.077558
394362,"Barre, VT",44.1969042,-72.5007458
394939,"Oneonta, NY",42.453492,-75.0629531
394490,"Columbus, MS",33.4956744,-88.4272627
394923,"Norwalk, OH",41.2424219,-82.6155745
394336,"Ardmore, OK",34.1729273,-97.1309119
394956,"Palestine, TX",31.7621153,-95.6307891
394456,"Charleston, IL",39.4961458,-88.1761521
394592,"Fernley, NV",39.6076575,-119.2509808
394444,"Carson City, NV",39.1663259,-119.7670374
394551,"Eagle Pass, TX",28.709211,-100.4992936
394432,"Calhoun, GA",31.5311784,-84.614328
753877,"Cullowhee, NC",35.3137739,-83.1765814
394737,"Kearney, NE",40.699478,-99.081858
394582,"Fairmont, WV",39.484898,-80.1426539
394940,"Ontario, OR",44.0265525,-116.9629378
394621,"Gaffney, SC",35.0717945,-81.6498195
394411,"Branson, MO",36.6440772,-93.2169256
394446,"Cedar City, UT",37.6774238,-113.061827
395216,"Waycross, GA",31.2135511,-82.3540178
394951,"Oxford, MS",34.3663773,-89.5187664
394721,"Jasper, IN",41.0321808,-87.1066598
394556,"Edwards, CO",39.6441174,-106.5939635
394547,"Durango, CO",37.2769484,-107.8766
394750,"Kinston, NC",35.2626635,-77.5816353
753920,"Sonora, CA",37.985304,-120.3835349
395157,"Tiffin, OH",41.114485,-83.1779537
394366,"Batesville, AR",35.7708144,-91.6531128
394566,"Elko, NV",41.1958128,-115.3272864
394632,"Glasgow, KY",36.995906,-85.9124842
395122,"St. Marys, GA",30.7203759,-81.5485714
394402,"Boone, NC",36.2187873,-81.684004
395204,"Warrensburg, MO",38.7624373,-93.7409596
394634,"Gloversville, NY",43.0505021,-74.3457623
394604,"Fort Leonard Wood, MO",37.70114,-92.1693303
394562,"Elizabeth City, NC",36.3010192,-76.2203699
394967,"Payson, AZ",34.2406479,-111.323026
394344,"Athens, TN",35.4428864,-84.5930113
394571,"Enterprise, AL",31.3151708,-85.8552161
